text,user
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Justant_
b'RT @JuanCarlosAltas: When different movements come together! #fourdirections #blacklivesmatter @BLM5280 #AbolishColumbusDay #IndigenousPeop\xe2\x80\xa6',baronderosa
b'RT @JuanCarlosAltas: When different movements come together! #fourdirections #blacklivesmatter @BLM5280 #AbolishColumbusDay #IndigenousPeop\xe2\x80\xa6',TPFBreakingNews
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',arberpristina
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',katnissf0rever
"b""Oohhh!!! So that's what you mean with #alllivesmatter instead of #blacklivesmatter?? Just saying. https://t.co/0aUb1e8y2z""",LEELLHL
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",Curtis_Saragus
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',_cmichelld
b'RT @JuanCarlosAltas: When different movements come together! #fourdirections #blacklivesmatter @BLM5280 #AbolishColumbusDay #IndigenousPeop\xe2\x80\xa6',organizing_lab
"b""RT @SK8TER_G1RL: u BEST believe my lack toast in taller ants is cured after Ben n Jerry's blacklivesmatter post https://t.co/R8IMAyEmdP""",CallMe_kAyC
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",BussyPrincess
"b""Goddamn @13THFilm is HEARTBREAKING and ENRAGING. Almighty dollar rules all, human beings ain't worth shit. #blacklivesmatter""",semibold
b'Black Lives Only Matter if Shot By White #Cops https://t.co/XlYplq3QkA  #blm #blacklivesmatter #police #soros #us https://t.co/YZsHiRQQP5',DAILYSQUIB
"b'October 08, 2016 at 11:01PM NFLNetwork tell #NFL #HireBlackCoaches #BlackLivesMatter : https://t.co/LjSXwNugY1'",SanFranMediaPR
b'RT @Dcdied320: #BlackLivesMatter vs the KKK.      https://t.co/pm7CBQXuWz  #Strictly #BigLeagueTruth about the Klan endorsing #HillaryClint\xe2\x80\xa6',BlueVino
"b""RT @CerromeRussell: Ben and Jerry's for #Blacklivesmatter https://t.co/A4h5XUYuXg""",iBROKESILENCE
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",SebastianCONFOR
b'\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbe Fuck Donald Trump\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf#blacklivesmatter\xe2\x80\xa6 https://t.co/7PePUlGtXE',MandingoLuke
"b'RT @tutticontenti: Why is @JeffFlake still a senator?         \nSon #TannerFlake Calls Himself ""N1ggerKiller""          \nDon\'t #BlackLivesMat\xe2\x80\xa6'",mom2kidz63
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',upwithgravity
"b""'clear 100 minutes, turn off your phone, watch this movie, then tell others to do so' #13th #BlackLivesMatter\xe2\x80\xaf\xe2\x80\xaf\xe2\x80\xaf \nhttps://t.co/wxgwIi2SPN""",richliuzzi
b'RT @RT_com: Viral #BenAndJerrysNewFlavor campaign: #icecream flavors with a touch of #BlackLivesMatter pride: https://t.co/G6FgHNutPK https\xe2\x80\xa6',bp207crafts
"b""@Blacklivesmatter  Hillary's racism on display...and you're going to vote for the racist bitch anyway https://t.co/4ftRIrkNk6""",SalXalguitar
b'RT @maijayharris: Remember in August when all those murders happened back to back and we were all pissed and everyone was #blacklivesmatter\xe2\x80\xa6',GroovyGwa
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',_m3ya
b'RT @ogkeyser: GIVE TRUMP A WARNING CALL 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing #BlackLivesMatter @ananavarro @\xe2\x80\xa6',vsansome
b'RT @JemarTisby: So sexual ethics matter when it comes to evangelicals supporting #blacklivesmatter but not when it comes to supporting @rea\xe2\x80\xa6',blythescott
"b""RT @PettyWorld_: First Black Student Union at Rainier Beach High School since 1996... we're back and we're better. \xe2\x9c\x8a\xf0\x9f\x8f\xbe #blacklivesmatter htt\xe2\x80\xa6""",slcollie206
"b'Breitbart says @benandjerrys is facing a boycott since endorsing #BlackLivesMatter \n\nGood, if true.  They deserve it. \n\nShut it down.\n\n#tcot'",ButISayUntoYou
"b""RT @SK8TER_G1RL: u BEST believe my lack toast in taller ants is cured after Ben n Jerry's blacklivesmatter post https://t.co/R8IMAyEmdP""",misshawkes_
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',JLR_sara
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',c2itIin
b'RT @makaylaathomass: just listen. #blacklivesmatter https://t.co/3XN2IhHOm8',mohammad120150
b'#BlackLivesMatter vs the KKK.      https://t.co/pm7CBQXuWz  #Strictly #BigLeagueTruth about the Klan endorsing #HillaryClinton \n#Trump',Dcdied320
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',wayfcal
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',quueena_
"b'Oh right, like the cop that shot #charleskinsey even though he was unarmed and complying? Gotcha, makes sense\xe2\x80\xa6 https://t.co/wdTlxoc8oJ'",Dodgers2915
"b'RT @larryelder: ""Chicago Cop Beaten, Hospitalized: Didn\xe2\x80\x99t Use Gun for Fear of Backlash""\n--Paging, @Kaepernick7!\nhttps://t.co/yJ6JbCZass\n#Bl\xe2\x80\xa6'",ShellyKennisto1
b'RT @Only1Perseus: This girl basically put my feelings about #BlackLivesMatter in words in under two minutes.\nRetweet to educate people http\xe2\x80\xa6',ynchavez8
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',_tivrv
b'RT @Crystal1Johnson: A new generation of lawyers are rising! And they will not be silenced.\n\n#BlackLivesMatter https://t.co/wRmzqAbbDA',desi_renegade
b'Blacks kill blacks at 10x the rate of whites\n35x the rate of Jews.\nWe rob our own lives of value. \nMake #BlackLivesMatter',josephjett
"b""RT @SK8TER_G1RL: u BEST believe my lack toast in taller ants is cured after Ben n Jerry's blacklivesmatter post https://t.co/R8IMAyEmdP""",tacabronbruh
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',CashmereGoth
b'https://t.co/EKyZFY6zSw not surprised... #blacklivesmatter #revolution #wakeup #amerikkka #anonymous',dwin666
"b'RT @MaxBlumenthal: Harvey Weinstein, producer of prison reform doc w/Jay-Z, urged Clinton to ""silence"" Sanders #BlackLivesMatter appeal htt\xe2\x80\xa6'",chimeraelf
"b""RT @RawStory: Ben &amp; Jerry's is furious about police shootings: 'All lives will not matter until #BlackLivesMatter' https://t.co/VYF7De6E34\xe2\x80\xa6""",thedonholly
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',HughApollo_III
"b""RT @0ceanz_: #BlackLivesMatter Hands Up Don't Shoot by Me. https://t.co/JkMidOsgXc""",jessikad_b
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Iamjdanielle
"b""RT @CerromeRussell: Ben and Jerry's for #Blacklivesmatter https://t.co/A4h5XUYuXg""",kashahuk
"b'RT @mikelbtko: @vdare @ProleSerf #BlackLivesMatter more shackle tribe movies/tv... And then a ""Good Times"" &amp; ""The Jeffersons"" marathon, lam\xe2\x80\xa6'",Bricecollins76
b'RT @DrDavidDuke: Ben &amp; Jerry\xe2\x80\x99s faces\xc2\xa0a boycott after company announced its support for the #BlackLivesMatter #AntiWhite terror group.\n\n#MAG\xe2\x80\xa6',f8ac04878aaf403
b'RT @makaylaathomass: just listen. #blacklivesmatter https://t.co/3XN2IhHOm8',jlcastle2018
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',OnlyWithHim
b'Via @benandjerrys - #BlackLivesMatter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6ugUzJKTZD',RyanDoesResi
b'RT @ajplus: Ice cream pals @BenandJerrys publicly stand with the #blacklivesmatter movement.\n\nSo Twitter offered suggestions for #BenAndJer\xe2\x80\xa6',peachygIow
"b""RT @TwitterMoments: Ben and Jerry's support of #BlackLivesMatter inspired a whole new batch of flavors. https://t.co/5HO0SuGScA""",dtp24_
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Faith_nordmeyer
b'RT @_graceeeey2: Rainer Beach BSU is on the rise \xf0\x9f\x92\xaf we are just getting started \xe2\x9c\x8a\xf0\x9f\x8f\xbe #BlackLivesMatter @RainierBeachHS https://t.co/W13lzbrM37',slcollie206
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',liukkh
b'RT @bg_bookclub: Support the movement #blmbadges by @AndGloTweets \xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f\n\n#blacklivesmatter #blackgirlmagic https://t.co/mKLc7bqgvv',NuuYawkerr
"b'RT @29StPlaywrights: Meet the Cast: @MAGGIEBENNEDICT, from Pretoria, featured in BONGANI staged reading, Mon 10/17 7pm @ArtsatGoddard #blac\xe2\x80\xa6'",gabriellebklyn
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",Maliha_M
b'My stand on #BlackLivesMatter\n\nhttps://t.co/GeTTMBbmIm',Captavian
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Sean177Sean
"b'RT @AnonymooseGuy: #LukeCage ep 10 is titled ""Take It Personal."" And I do. #PoliceBrutality #BlackLivesMatter #BlackHeroesMatter'",ChrisJeffries24
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",xziav
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",AwithH
b'\xf0\x9f\x91\xae\xf0\x9f\x92\xa2\xf0\x9f\x94\xa5\xf0\x9f\x8c\x9f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8c\xf0\x9f\x91\x80\n#BLACKLIVESMATTER\nTrap Psalm - Previs the Best (@Previs) \nDir:Zo Early Filmz #musicvideo #youtube\nhttps://t.co/GaJCeSYSFt\xe2\x80\xa6',Previs
b'RT @es_snipes: We need more. What else you got on #blacklivesmatter? Also anything on wells fargo? https://t.co/r5A7hzUDXH',FieldRoamer
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',Cristina008266
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',kevin_parks
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',blssm1085
"b""I'm appreciating this episode of #Empire. Touching on some MAJOR CRUCIAL issues. #BlackLivesMatter""",Go_Nadz824
"b'#BLACKLIVESMATTER | Love &amp; Hip Hop Atlanta Joseline Hernandez pregnant, Stevie J daddy, ... https://t.co/xXyCSNGfkq | #IG NAMUHSTRADAMUS'",RASHARDNAMUH
b'RT @cd5762: #BlackLivesMatter\n#TrumpDropOUT\n\n@Lesiaanna\nPpl Can sue Trump 4 subjecting minors\n2 his savagery affecting young minds\n2 degrad\xe2\x80\xa6',lorac328
"b'But by all means, folks continue the false narratives, the #BlackLivesMatter BULLSHIT the #Trump said....\xe2\x80\xa6 https://t.co/mS77xm4Zrf'",BushwackCA
b'RT @HolevasT: She put #BlackLivesMatter\xc2\xa0in words in under two minutes. \nRetweet to educate people https://t.co/PBHVaVMeHx',morgandaws0n
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',_kidharris
b'RT @ColossILL: Heads of Hate #7: Andrew Jackson https://t.co/Ueh7bqgjV2 #BlackExcellence #blacklivesmatter https://t.co/YJbzhaEdFB',Abungle
b'JOIN THE TRUMP UN-ENDORSEMENT MOVEMENT Call 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing\xe2\x80\xa6 https://t.co/dJKyTeHz3T',ogkeyser
b'RT @RT_com: Viral #BenAndJerrysNewFlavor campaign: #icecream flavors with a touch of #BlackLivesMatter pride: https://t.co/G6FgHNutPK https\xe2\x80\xa6',hmmngbrd508
b'RT @Antara718: #Palestinians not allowed in #Israeli buses https://t.co/tFrVtR4gQ5 @HillaryClinton @MarthaRaddatz @JoyAnnReid #Palestine #B\xe2\x80\xa6',etara44
b'13th is a must-watch. Our criminal justice system is modern-day slavery. #blacklivesmatter \nhttps://t.co/7YEDZh0bN7',rheadoesrj
b'RT @spunkyfuzzguts: Watched @AVAETC #13th last night on @NetflixANZ. Should be required viewing for anyone who says #alllivesmatter. #black\xe2\x80\xa6',ptnewkirk
b'RT @ShaneClaiborne: In case you needed yet another reason to eat some @benandjerrys ice cream...\n#BenAndJerrysNewFlavor\n#BlackLivesMatter\xe2\x80\xa6',CormacRussell
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",petrillic
b'RT @ColossILL: Heads of Hate #7: Andrew Jackson https://t.co/Ueh7bqgjV2 #BlackExcellence #blacklivesmatter https://t.co/YJbzhaEdFB',GRIND__2_SHINE
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',renae_m99
b'RT @_jerrilyn_: The fact that #ClownLivesMatter is being widely accepted over #BlackLivesMatter https://t.co/Qb2YJ5bZih',TiaraaMariee_
b'RT @PrisonPlanet: This video is devastating for #BlackLivesMatter. https://t.co/erqDueAYtG',drew_dwyer13
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',NeillVonTally
"b""RT @es_snipes: Smdh:  Harvey Weinstein urged Clinton campaign to silence Sanders's #BlackLivesMatter message https://t.co/WcHZvBdoeR by @Za\xe2\x80\xa6""",LodroGyatso
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',BrickByBrick_JL
b'RT @makaylaathomass: just listen. #blacklivesmatter https://t.co/3XN2IhHOm8',__naiima
"b'#Democrats simply cannot bring themselves to look at the evidence and say, ""My God, we made things worse!""\xe2\x80\xa6 https://t.co/Mkral9aauL'",Deus_Inimicus
b'Heads of Hate #7: Andrew Jackson https://t.co/Ueh7bqgjV2 #BlackExcellence #blacklivesmatter https://t.co/YJbzhaEdFB',ColossILL
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',GabbyWhittle
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Pheee40
"b'RT @__dahc: .@13THFilm has me in tears, sick to my stomach, and ready to take action- all at the same time. Thank you @AVAETC! \xe2\x9c\x8a\xf0\x9f\x8f\xbe #blackliv\xe2\x80\xa6'",ptnewkirk
"b""#BlackLivesMatter  got wise to @HillaryClinton's pandering bullshit. She won't do a fucking thing for them after they vote.. so they don't.)""",VolunteerBernie
b'RT @beytrash: 10) when she stopped her show and did a tribute for the victims lost to police brutality #BlackLivesMatter\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co\xe2\x80\xa6',lexis_314
b'Prayers up! \n#Haiti #BlackLivesMatter #BrandMeEbony https://t.co/aQwgVC5tze #BrandMeEbony #BrandMeSocial https://t.co/1uQsLl1ZZo',imEbony
"b""RT @joyreaper: @sandiv11 @KamVTV .@HillaryClinton racist alert! Like we've been saying she thinks blacks are inferior. #BlackLivesMatter .@\xe2\x80\xa6""",DebraAn00760609
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',LoveKeyy__
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',SebastianCONFOR
b'RT @JemarTisby: So sexual ethics matter when it comes to evangelicals supporting #blacklivesmatter but not when it comes to supporting @rea\xe2\x80\xa6',byHannahDavis
b'RT @justx_: Something must be done about all this White on White violence. #WhiteLivesMatter #AllLivesMatter #BlackLivesMatter #debatenight\xe2\x80\xa6',keepingupw_kyra
b'RT @masterwilliams: Currently in Georgetown DC. M street shutdown. #BlackLivesMatter protest. https://t.co/dRevpRuUOM',__nefarious
b'RT @_jerrilyn_: The fact that #ClownLivesMatter is being widely accepted over #BlackLivesMatter https://t.co/Qb2YJ5bZih',AyoLejon
"b'Why is @JeffFlake still a senator?         \nSon #TannerFlake Calls Himself ""N1ggerKiller""          \nDon\'t #BlackLivesMatter?'",tutticontenti
"b'RT @JimmyJamesIV: I love @benandjerrys , I love the internet, &amp; I love this\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc #blacklivesmatter https://t.co/tZEe2FkaBT'",Kendelsimmons
"b""RT @Bikers4Trump: Hey #BlackLivesMatter it's time for you to show up at the #Debates cuz @HillaryClinton wants to exterminate you\nJoin http\xe2\x80\xa6""",Smokey3477
"b'RT @__dahc: .@13THFilm has me in tears, sick to my stomach, and ready to take action- all at the same time. Thank you @AVAETC! \xe2\x9c\x8a\xf0\x9f\x8f\xbe #blackliv\xe2\x80\xa6'",AVAETC
b'Everyone has to see this movie!!!\n\n#BlackLivesMatter #historylesson #nateturner\xe2\x80\xa6 https://t.co/simC8aQIqb',itsjavy
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',webbob
"b'RT @CarlosNotWeird: I saw nothing of this on fox, or CNN like I saw France, but over 800 dead after hurricane in Haiti \xf0\x9f\x87\xad\xf0\x9f\x87\xb9 #PrayForHaiti #Bl\xe2\x80\xa6'",heatherrdiaz
b'I liked a @YouTube video from @sjwcentral https://t.co/JmmhXRhOIZ SJW DEBATES #29- Lil Wayne On BlackLivesMatter',Shasta__Cola
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',ayookaitlin
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',sambria
"b'RT @tornadoliese: All white people need to read the quote below, reflect on it, and then read it again. #BlackLivesMatter'",Mikehof49711739
b'RT @spunkyfuzzguts: Watched @AVAETC #13th last night on @NetflixANZ. Should be required viewing for anyone who says #alllivesmatter. #black\xe2\x80\xa6',AVAETC
b'GIVE TRUMP A WARNING CALL 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing #BlackLivesMatter\xe2\x80\xa6 https://t.co/YNr179eg5S',ogkeyser
"b""The real question is, how is Ben and Jerry's going to support #BlackLivesMatter, a tweet does something, but not long lasting impact""",fatmah_a_w
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',jesmimi
b'RT @wildflowaaa: some of us at NL are wearing all black as support for the #BlackLivesMatter movement on Tuesday. feel free to be great and\xe2\x80\xa6',_sincerelyASD
"b'RT @notolerancemove: ""Injustice anywhere is a threat to justice everywhere."" Fight for your justice. #NoToleranceMovement #blacklivesmatter\xe2\x80\xa6'",kiyomicalloway1
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',HisPilotJones
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',meliguzzzz
b'RT @CBurrAndJamal: \xf0\x9f\x91\xae\xf0\x9f\x92\xa2\xf0\x9f\x94\xa5\xf0\x9f\x8c\x9f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8c\xf0\x9f\x91\x80\n#BLACKLIVESMATTER\nTrap Psalm - Previs the Best (@Previs) \nDir:Zo Early Filmz #musicvideo #youtube\nhttps://t.co/E\xe2\x80\xa6',Previs
b'RT @TherealTaraji: #TheTruth will set US ALL FREE!!! #BlackLivesMatter I MATTER \xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b https://t.co/szwhwUwodD',Queen_Cia_
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',HisPilotJones
"b'""Injustice anywhere is a threat to justice everywhere."" Fight for your justice. #NoToleranceMovement\xe2\x80\xa6 https://t.co/k54eywo7xV'",notolerancemove
"b'RT @ShillForHillary: Thanks @deray, #BlackLivesMatter,  @HillaryClinton. You are ruining our once great country. https://t.co/P1iqKFRYT2'",CKB35
"b""RT @skaijackson: Dear Police Officers,\nPlease put your \xf0\x9f\x94\xab's away and stop killing innocent black people.\nThank you. #blacklivesmatter""",khadijahcunnin3
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",FuckNakai
b'What if #BenAndJerrys supported #BlackLivesMatter thru social media as a marketing tactic for ppl to buy their ice cream...? #deconstruct',fatmah_a_w
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',theintlfiles
b'RT @Leelako: How did #ImamHussain (as) react to the martyrdom of his #African warrior? #BlackLivesmatter https://t.co/54Io2t2NMO https://t.\xe2\x80\xa6',Kiaei
b'RT @Crystal1Johnson: A new generation of lawyers are rising! And they will not be silenced.\n\n#BlackLivesMatter https://t.co/wRmzqAbbDA',renae_m99
"b""RT @0ceanz_: #BlackLivesMatter Hands Up Don't Shoot by Me. https://t.co/JkMidOsgXc""",Xoxo_quitiana
b'RT @andieiamwhoiam: The third officer died.  Dear God.  Barack did this.  Media did this. #BlackLivesMatter terrorists did this. Only TRUMP\xe2\x80\xa6',jhorn041159
b'RT @ajplus: Ice cream pals @BenandJerrys publicly stand with the #blacklivesmatter movement.\n\nSo Twitter offered suggestions for #BenAndJer\xe2\x80\xa6',shadegawdess
b'RT @ProtestPics: This girl basically put my feelings about #BlackLivesMatter\xc2\xa0in words in under two minutes.\nRetweet to educate people https\xe2\x80\xa6',guillerrtaboada
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',Donengene
b'RT @BlackToLive: How much more time will it take for white America to understand?\n\n#BlackToLive #BlackLivesMatter https://t.co/cB4Q2TU1jk',FinnKeys
"b'RT @jhcalvert53: #Kentucky @aflcioky @POTUS @SenateFloor\n#Revolution has begun!\nThe streets, fields and mountains are one!\n#NoTPP #NoDAPL #\xe2\x80\xa6'",Say_Non_Now
"b""RT @DrJillStein: Police brutality has been publicized thanks to modern technology. Now that we see it, let's end it. #BlackLivesMatter http\xe2\x80\xa6""",generalanxiety1
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",alleey__katt
b'RT @DanaDaneMedia: Young people making their voices heard in the street of Pasadena. #blacklivesmatter #iamhuman\xe2\x80\xa6 https://t.co/dyUkZetLPr',imnotdest
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",MARIAMARTlNS
b'RT @ogkeyser: SHOW TRUMP SOME CONSEQUENCES Call 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing #BlackLivesMatter  @ana\xe2\x80\xa6',rochshelly
b'RT @Monibfit: #BlackLivesMatter rally in #pasadena on Colorado avenue ! #HandsUpDontShoot',imnotdest
"b'RT @TheCosby: This is the sh*t I\'m talking about. ""All lives matter"" isn\'t a universal altruism it\'s coded racism used to try to derail #bl\xe2\x80\xa6'",kryptoNHIte
b'RT @Crystal1Johnson: A new generation of lawyers are rising! And they will not be silenced.\n\n#BlackLivesMatter https://t.co/wRmzqAbbDA',SebastianCONFOR
"b'RT @dilettastrange: ""Artist are here to disturb the peace."" #JamesBaldwin #art #sketch #blackculture #blackpower #LGBT #books #culture #Bla\xe2\x80\xa6'",prettygurl_gia
"b""RT @asianbbclover2: Some racist white assholes called me a 'dumb nigger lover'. Racist white assholes make me love Black people more &amp; love\xe2\x80\xa6""",heyitsmedeandra
b'So will #LGBTQ #BlackLivesMatter #ThatMexicanThing #Muslim we will also remember come November. #ImWithHer\xe2\x80\xa6 https://t.co/ot7y8sWGaK',swisherhope
"b'RT @TheMurdochTimes: Some Republicans actually trying to claim Trump admitting to assaulting women is OK because ""rappers say it all the ti\xe2\x80\xa6'",devinganger
